Date,Product_Name,Category,Region,Units_Sold,Revenue,Cost,Profit,Customer_Segment,Discount
2023-01-09,Jacket,Clothing,South,1,151.6,90.96,60.64,Consumer,0.0
2023-01-09,Smartwatch,Electronics,South,2,1735.91,1041.55,694.37,Business,0.0
2023-01-09,Smartwatch,Electronics,East,6,2768.52,1661.11,1107.41,Business,0.0
2023-01-09,Smartphone,Electronics,South,4,2986.91,1792.15,1194.76,Consumer,0.0
2023-01-09,Smartphone,Electronics,East,2,2290.95,1374.57,916.38,Consumer,0.0
2023-01-09,Coffee Table,Home & Garden,South,3,677.29,406.37,270.91,Enterprise,0.0
2023-01-09,Non-Fiction,Books,East,4,68.54,41.12,27.41,Business,0.0
2023-01-09,Running Shoes,Sports,Central,1,152.13,91.28,60.85,Business,0.0
2023-01-09,T-Shirt,Clothing,North,2,205.63,154.22,51.41,Enterprise,0.2
2023-01-09,Sofa,Home & Garden,Central,2,799.06,479.44,319.62,Enterprise,0.0
2023-01-09,Shoes,Clothing,Central,1,124.39,82.92,41.46,Business,0.1
2023-01-09,Shoes,Clothing,North,1,150.11,100.07,50.04,Business,0.1
2023-01-09,Plant Pot,Home & Garden,West,4,1638.34,983.01,655.34,Business,0.0
2023-01-09,Dumbbells,Sports,South,3,225.05,135.03,90.02,Consumer,0.0
2023-01-09,Tennis Racket,Sports,South,3,856.4,513.84,342.56,Enterprise,0.0
2023-01-09,Yoga Mat,Sports,East,2,509.56,305.73,203.82,Consumer,0.0
2023-01-09,Headphones,Electronics,West,3,3383.82,2030.29,1353.53,Consumer,0.0
2023-01-09,T-Shirt,Clothing,North,3,493.62,296.17,197.45,Consumer,0.0
2023-01-09,Fiction,Books,Central,2,56.21,33.72,22.48,Business,0.0
2023-01-09,Fiction,Books,South,2,46.3,27.78,18.52,Business,0.0
2023-01-09,Coffee Table,Home & Garden,Central,2,518.42,311.05,207.37,Business,0.0
2023-01-09,T-Shirt,Clothing,West,1,148.03,98.69,49.34,Business,0.1
2023-01-09,Coffee Table,Home & Garden,South,4,1685.81,1123.88,561.94,Consumer,0.1
2023-01-09,Fiction,Books,Central,1,26.14,19.6,6.53,Business,0.2
2023-01-09,Headphones,Electronics,West,2,1196.41,1025.49,170.92,Business,0.3
2023-01-09,Self-Help,Books,North,2,30.34,20.23,10.11,Consumer,0.1
2023-01-09,Dumbbells,Sports,Central,4,732.82,488.55,244.27,Enterprise,0.1
2023-01-09,Smartphone,Electronics,South,2,1451.03,870.62,580.41,Enterprise,0.0
2023-01-09,Coffee Table,Home & Garden,North,1,95.07,57.04,38.03,Enterprise,0.0
2023-01-09,Lamp,Home & Garden,West,1,314.73,188.84,125.89,Business,0.0
2023-01-09,Jacket,Clothing,Central,2,136.07,116.63,19.44,Enterprise,0.3
2023-01-09,Fiction,Books,Central,7,108.5,65.1,43.4,Consumer,0.0
2023-01-09,Shoes,Clothing,West,3,128.93,77.36,51.57,Business,0.0
2023-01-10,Cushion,Home & Garden,North,1,205.31,123.18,82.12,Consumer,0.0
2023-01-10,Tablet,Electronics,East,3,2024.45,1214.67,809.78,Business,0.0
2023-01-10,Jeans,Clothing,South,4,97.69,58.62,39.08,Enterprise,0.0
2023-01-10,Cookbook,Books,West,2,27.37,16.42,10.95,Consumer,0.0
2023-01-10,Lamp,Home & Garden,South,2,483.99,414.85,69.14,Business,0.3
2023-01-10,Laptop,Electronics,Central,3,2783.24,1669.95,1113.3,Consumer,0.0
2023-01-10,Lamp,Home & Garden,North,2,241.72,145.03,96.69,Enterprise,0.0
2023-01-10,Dress,Clothing,West,0,0.0,0.0,0.0,Consumer,0.0
2023-01-10,Smartphone,Electronics,North,3,2656.23,1593.74,1062.49,Consumer,0.0
2023-01-10,Running Shoes,Sports,North,1,75.19,50.13,25.06,Consumer,0.1
2023-01-10,Laptop,Electronics,East,2,731.68,439.01,292.67,Enterprise,0.0
2023-01-10,Basketball,Sports,West,1,280.72,168.43,112.29,Consumer,0.0
2023-01-10,Dress,Clothing,West,3,61.9,37.14,24.76,Consumer,0.0
2023-01-10,Tennis Racket,Sports,South,4,628.39,377.03,251.36,Business,0.0
2023-01-10,Dress,Clothing,South,2,239.46,143.67,95.78,Enterprise,0.0
2023-01-10,Cookbook,Books,West,5,96.31,57.79,38.53,Enterprise,0.0
2023-01-10,Non-Fiction,Books,Central,2,41.43,24.86,16.57,Consumer,0.0
2023-01-10,Non-Fiction,Books,North,7,146.89,88.14,58.76,Consumer,0.0
2023-01-10,Headphones,Electronics,Central,2,1346.78,1010.09,336.7,Enterprise,0.2
2023-01-10,Basketball,Sports,North,1,145.47,87.28,58.19,Consumer,0.0
2023-01-10,T-Shirt,Clothing,North,2,172.19,114.79,57.4,Business,0.1
2023-01-10,Cookbook,Books,West,1,13.76,9.17,4.59,Enterprise,0.1
2023-01-10,Basketball,Sports,East,2,69.27,41.56,27.71,Enterprise,0.0
2023-01-10,Sofa,Home & Garden,North,1,429.46,257.68,171.79,Enterprise,0.0
2023-01-10,Basketball,Sports,West,4,175.35,105.21,70.14,Business,0.0
2023-01-10,Dress,Clothing,South,5,343.31,205.99,137.32,Consumer,0.0
2023-01-10,Sofa,Home & Garden,Central,2,163.62,98.17,65.45,Business,0.0
2023-01-10,Tennis Racket,Sports,West,1,30.36,26.03,4.34,Enterprise,0.3
2023-01-10,Cushion,Home & Garden,South,1,285.44,171.26,114.17,Enterprise,0.0
2023-01-10,Dress,Clothing,East,2,359.95,239.97,119.98,Business,0.1
2023-01-10,T-Shirt,Clothing,West,2,360.26,216.16,144.11,Consumer,0.0
2023-01-10,Jacket,Clothing,East,1,173.85,115.9,57.95,Enterprise,0.1
2023-01-10,Yoga Mat,Sports,South,8,1817.81,1211.87,605.94,Consumer,0.1
2023-01-10,Non-Fiction,Books,North,3,114.26,68.56,45.7,Consumer,0.0
2023-01-10,Yoga Mat,Sports,Central,3,725.75,435.45,290.3,Enterprise,0.0
2023-01-10,Tablet,Electronics,East,1,718.73,431.24,287.49,Consumer,0.0
2023-01-10,Running Shoes,Sports,West,1,170.67,102.4,68.27,Enterprise,0.0
2023-01-11,Headphones,Electronics,East,4,1347.9,898.6,449.3,Consumer,0.1
2023-01-11,Yoga Mat,Sports,West,3,643.13,385.88,257.25,Business,0.0
2023-01-11,Fiction,Books,North,2,75.8,50.53,25.27,Consumer,0.1
2023-01-11,Headphones,Electronics,Central,1,765.77,574.33,191.44,Consumer,0.2
2023-01-11,Headphones,Electronics,North,3,3125.26,1875.16,1250.1,Enterprise,0.0
2023-01-11,Biography,Books,South,10,301.92,181.15,120.77,Consumer,0.0
2023-01-11,Shoes,Clothing,North,3,251.13,150.68,100.45,Enterprise,0.0
2023-01-11,Lamp,Home & Garden,West,1,157.44,94.47,62.98,Enterprise,0.0
2023-01-11,Tablet,Electronics,West,3,3258.43,1955.06,1303.37,Business,0.0
2023-01-11,Jacket,Clothing,North,9,841.79,561.19,280.6,Enterprise,0.1
2023-01-11,Shoes,Clothing,South,3,81.16,48.7,32.46,Business,0.0
2023-01-11,Cushion,Home & Garden,South,2,787.78,472.67,315.11,Business,0.0
2023-01-11,Sofa,Home & Garden,North,5,1490.45,894.27,596.18,Consumer,0.0
2023-01-11,Smartphone,Electronics,North,1,920.07,552.04,368.03,Enterprise,0.0
2023-01-11,Coffee Table,Home & Garden,South,1,318.92,239.19,79.73,Business,0.2
2023-01-11,Coffee Table,Home & Garden,North,1,154.45,115.84,38.61,Enterprise,0.2
2023-01-11,Tennis Racket,Sports,South,2,187.95,125.3,62.65,Enterprise,0.1
2023-01-11,Yoga Mat,Sports,East,1,38.6,23.16,15.44,Consumer,0.0
2023-01-11,Plant Pot,Home & Garden,North,5,1956.54,1304.36,652.18,Business,0.1
2023-01-11,Basketball,Sports,East,7,868.02,651.01,217.0,Business,0.2
2023-01-11,Jacket,Clothing,North,1,147.24,88.34,58.89,Business,0.0
2023-01-11,Plant Pot,Home & Garden,North,3,242.55,145.53,97.02,Enterprise,0.0
2023-01-11,Jacket,Clothing,East,3,563.17,337.9,225.27,Enterprise,0.0
2023-01-11,Smartphone,Electronics,South,14,10384.17,6230.5,4153.67,Enterprise,0.0
2023-01-11,Dress,Clothing,East,4,388.31,232.98,155.32,Enterprise,0.0
2023-01-11,Dress,Clothing,West,3,334.19,222.79,111.4,Consumer,0.1
2023-01-11,Non-Fiction,Books,Central,6,66.82,40.09,26.73,Business,0.0
2023-01-11,Non-Fiction,Books,Central,3,64.9,38.94,25.96,Enterprise,0.0
2023-01-11,Yoga Mat,Sports,Central,4,1160.63,696.38,464.25,Enterprise,0.0
2023-01-11,Sofa,Home & Garden,Central,3,1415.6,849.36,566.24,Business,0.0
2023-01-11,Sofa,Home & Garden,Central,2,767.21,460.33,306.88,Enterprise,0.0
2023-01-11,Fiction,Books,North,2,43.73,26.24,17.49,Business,0.0
2023-01-11,Running Shoes,Sports,West,1,170.11,113.4,56.7,Business,0.1
2023-01-11,Laptop,Electronics,West,4,2379.05,1784.29,594.76,Enterprise,0.2
2023-01-11,Cushion,Home & Garden,East,2,665.29,399.18,266.12,Business,0.0
2023-01-11,Sofa,Home & Garden,South,5,207.86,178.16,29.69,Business,0.3
2023-01-11,Tennis Racket,Sports,North,4,519.87,389.9,129.97,Business,0.2
2023-01-12,Jacket,Clothing,South,2,223.26,148.84,74.42,Business,0.1
2023-01-12,Plant Pot,Home & Garden,South,2,536.23,321.74,214.49,Business,0.0
2023-01-12,Smartwatch,Electronics,East,2,1107.99,664.79,443.2,Consumer,0.0
2023-01-12,Cookbook,Books,West,5,75.03,45.02,30.01,Enterprise,0.0
2023-01-12,Tablet,Electronics,North,3,966.29,579.77,386.52,Enterprise,0.0
2023-01-12,Coffee Table,Home & Garden,East,1,205.13,123.08,82.05,Enterprise,0.0
2023-01-12,Dumbbells,Sports,North,1,128.26,85.51,42.75,Consumer,0.1
2023-01-12,Lamp,Home & Garden,East,2,150.4,90.24,60.16,Enterprise,0.0
2023-01-12,Sofa,Home & Garden,South,1,414.97,248.98,165.99,Business,0.0
2023-01-12,Tablet,Electronics,West,0,0.0,0.0,0.0,Business,0.0
2023-01-12,Self-Help,Books,Central,2,73.85,44.31,29.54,Business,0.0
2023-01-12,Yoga Mat,Sports,Central,2,324.85,194.91,129.94,Enterprise,0.0
2023-01-12,Yoga Mat,Sports,North,2,444.7,266.82,177.88,Consumer,0.0
2023-01-12,Non-Fiction,Books,South,2,30.62,18.37,12.25,Business,0.0
2023-01-12,Smartwatch,Electronics,West,1,883.83,530.3,353.53,Business,0.0
2023-01-12,Yoga Mat,Sports,East,0,0.0,0.0,0.0,Business,0.2
2023-01-12,Yoga Mat,Sports,Central,2,75.93,45.56,30.37,Enterprise,0.0
2023-01-12,Tablet,Electronics,West,1,756.62,453.97,302.65,Enterprise,0.0
2023-01-12,Smartwatch,Electronics,East,1,515.78,442.1,73.68,Business,0.3
2023-01-12,Jeans,Clothing,North,3,317.26,190.36,126.91,Consumer,0.0
2023-01-12,Sofa,Home & Garden,West,1,317.44,190.46,126.98,Consumer,0.0
2023-01-12,Tennis Racket,Sports,East,4,624.98,374.99,249.99,Consumer,0.0
2023-01-12,Coffee Table,Home & Garden,Central,4,1077.76,808.32,269.44,Consumer,0.2
2023-01-12,Yoga Mat,Sports,North,2,519.68,311.81,207.87,Business,0.0
2023-01-12,Jeans,Clothing,West,2,43.84,26.3,17.54,Consumer,0.0
2023-01-12,Fiction,Books,Central,3,59.21,50.75,8.46,Consumer,0.3
2023-01-12,Self-Help,Books,South,1,20.52,13.68,6.84,Business,0.1
2023-01-12,Basketball,Sports,North,2,335.27,201.16,134.11,Business,0.0
2023-01-12,Plant Pot,Home & Garden,East,2,231.23,138.74,92.49,Enterprise,0.0
2023-01-12,Shoes,Clothing,West,2,98.34,59.01,39.34,Business,0.0
2023-01-12,Smartwatch,Electronics,West,3,968.02,829.73,138.29,Enterprise,0.3
2023-01-12,Running Shoes,Sports,Central,2,193.97,116.38,77.59,Enterprise,0.0
2023-01-12,Jeans,Clothing,Central,3,277.04,166.22,110.81,Enterprise,0.0
2023-01-12,Shoes,Clothing,West,2,260.82,156.49,104.33,Business,0.0
2023-01-13,Self-Help,Books,Central,4,95.52,57.31,38.21,Business,0.0
2023-01-13,Cushion,Home & Garden,South,2,843.37,506.02,337.35,Business,0.0
2023-01-13,Headphones,Electronics,East,2,1818.23,1212.15,606.08,Business,0.1
2023-01-13,Sofa,Home & Garden,East,4,916.49,549.89,366.6,Consumer,0.0
2023-01-13,Lamp,Home & Garden,East,2,952.21,571.33,380.89,Business,0.0
2023-01-13,Self-Help,Books,North,1,12.4,8.27,4.13,Business,0.1
2023-01-13,Smartphone,Electronics,South,3,2200.62,1320.37,880.25,Business,0.0
2023-01-13,Cushion,Home & Garden,North,2,429.27,286.18,143.09,Business,0.1
2023-01-13,Jacket,Clothing,East,4,89.74,53.85,35.9,Consumer,0.0
2023-01-13,Dress,Clothing,West,2,63.04,37.82,25.22,Business,0.0
2023-01-13,Laptop,Electronics,East,2,1991.4,1194.84,796.56,Consumer,0.0
2023-01-13,Shoes,Clothing,North,1,52.24,31.35,20.9,Business,0.0
2023-01-13,Jeans,Clothing,South,2,62.88,37.73,25.15,Business,0.0
2023-01-13,Jacket,Clothing,South,2,136.07,81.64,54.43,Enterprise,0.0
2023-01-13,Shoes,Clothing,East,3,304.71,182.83,121.89,Enterprise,0.0
2023-01-13,Running Shoes,Sports,West,1,98.78,59.27,39.51,Business,0.0
2023-01-13,Laptop,Electronics,Central,5,2729.2,1637.52,1091.68,Consumer,0.0
2023-01-13,Lamp,Home & Garden,North,2,469.5,281.7,187.8,Consumer,0.0
2023-01-13,Sofa,Home & Garden,South,2,457.65,343.23,114.41,Enterprise,0.2
2023-01-13,Plant Pot,Home & Garden,East,2,257.97,154.78,103.19,Consumer,0.0
2023-01-13,T-Shirt,Clothing,East,2,212.96,141.97,70.99,Consumer,0.1
2023-01-13,Biography,Books,East,6,68.45,58.67,9.78,Consumer,0.3
2023-01-13,Jeans,Clothing,East,3,413.52,310.14,103.38,Consumer,0.2
2023-01-13,Biography,Books,West,2,79.6,47.76,31.84,Consumer,0.0
2023-01-13,Shoes,Clothing,East,5,478.97,287.38,191.59,Business,0.0
2023-01-13,Coffee Table,Home & Garden,West,5,1136.38,681.83,454.55,Business,0.0
2023-01-13,Laptop,Electronics,North,2,889.47,592.98,296.49,Consumer,0.1
2023-01-13,Biography,Books,East,3,51.57,30.94,20.63,Consumer,0.0
2023-01-13,Fiction,Books,West,4,131.38,98.54,32.85,Enterprise,0.2
2023-01-13,Basketball,Sports,East,1,186.17,111.7,74.47,Consumer,0.0
2023-01-13,Smartwatch,Electronics,West,1,898.32,538.99,359.33,Business,0.0
2023-01-13,Coffee Table,Home & Garden,East,8,2024.27,1214.56,809.71,Enterprise,0.0
2023-01-13,Sofa,Home & Garden,South,2,467.11,280.27,186.84,Consumer,0.0
2023-01-13,Laptop,Electronics,North,1,853.5,512.1,341.4,Enterprise,0.0
2023-01-13,Yoga Mat,Sports,Central,3,605.52,363.31,242.21,Enterprise,0.0
2023-01-13,Basketball,Sports,Central,6,1162.19,697.31,464.88,Business,0.0
2023-01-13,Smartphone,Electronics,South,2,1304.18,782.51,521.67,Enterprise,0.0
2023-01-14,Jacket,Clothing,East,1,137.1,91.4,45.7,Enterprise,0.1
2023-01-14,Shoes,Clothing,West,1,64.47,38.68,25.79,Consumer,0.0
2023-01-14,T-Shirt,Clothing,West,1,178.4,107.04,71.36,Consumer,0.0
2023-01-14,Headphones,Electronics,South,4,3716.83,2477.89,1238.94,Consumer,0.1
2023-01-14,T-Shirt,Clothing,West,4,607.06,364.24,242.82,Business,0.0
2023-01-14,Laptop,Electronics,West,4,1904.75,1142.85,761.9,Consumer,0.0
2023-01-14,Sofa,Home & Garden,Central,3,753.47,502.31,251.16,Enterprise,0.1
2023-01-14,Yoga Mat,Sports,East,4,889.4,533.64,355.76,Enterprise,0.0
2023-01-14,Jacket,Clothing,South,1,40.06,24.04,16.02,Consumer,0.0
2023-01-14,Tablet,Electronics,East,1,429.96,257.97,171.98,Consumer,0.0
2023-01-14,Non-Fiction,Books,West,6,138.99,104.24,34.75,Enterprise,0.2
2023-01-14,Cookbook,Books,West,1,26.54,17.69,8.85,Enterprise,0.1
2023-01-14,Biography,Books,East,3,83.32,71.42,11.9,Consumer,0.3
2023-01-14,Fiction,Books,West,2,54.42,46.65,7.77,Business,0.3
2023-01-14,Dress,Clothing,East,1,123.85,74.31,49.54,Business,0.0
2023-01-14,Shoes,Clothing,East,4,153.55,102.36,51.18,Enterprise,0.1
2023-01-14,Dress,Clothing,East,5,142.64,85.59,57.06,Consumer,0.0
2023-01-14,T-Shirt,Clothing,North,1,69.11,41.47,27.64,Business,0.0
2023-01-14,Running Shoes,Sports,West,7,1953.23,1171.94,781.29,Business,0.0
2023-01-14,Cushion,Home & Garden,North,1,73.7,44.22,29.48,Enterprise,0.0
2023-01-14,Lamp,Home & Garden,East,0,0.0,0.0,0.0,Consumer,0.0
2023-01-14,Shoes,Clothing,South,1,65.76,43.84,21.92,Business,0.1
2023-01-14,Plant Pot,Home & Garden,Central,2,305.52,183.31,122.21,Business,0.0
2023-01-14,Sofa,Home & Garden,South,1,107.29,64.37,42.91,Enterprise,0.0
2023-01-14,Cookbook,Books,North,2,66.25,44.16,22.08,Consumer,0.1
2023-01-14,Smartwatch,Electronics,South,2,1007.61,671.74,335.87,Business,0.1
2023-01-14,Dress,Clothing,East,1,160.99,96.6,64.4,Enterprise,0.0
2023-01-14,Tennis Racket,Sports,North,5,939.49,704.62,234.87,Consumer,0.2
2023-01-14,Shoes,Clothing,North,3,313.11,268.38,44.73,Enterprise,0.3
2023-01-14,Tennis Racket,Sports,South,1,167.24,100.35,66.9,Enterprise,0.0
2023-01-14,Smartwatch,Electronics,West,3,1721.55,1032.93,688.62,Consumer,0.0
2023-01-14,Running Shoes,Sports,South,1,288.76,173.26,115.51,Business,0.0
2023-01-14,Non-Fiction,Books,Central,3,125.14,75.08,50.05,Enterprise,0.0
2023-01-14,Cookbook,Books,North,1,10.69,6.41,4.28,Business,0.0
2023-01-14,Yoga Mat,Sports,South,1,56.06,37.37,18.69,Business,0.1
2023-01-14,Dress,Clothing,East,1,74.78,56.08,18.69,Business,0.2
2023-01-14,Dumbbells,Sports,South,5,611.61,366.96,244.64,Enterprise,0.0
2023-01-14,Non-Fiction,Books,West,2,37.14,27.85,9.28,Enterprise,0.2
2023-01-14,Sofa,Home & Garden,East,2,361.92,217.15,144.77,Consumer,0.0
2023-01-14,Lamp,Home & Garden,North,2,880.63,587.08,293.54,Business,0.1
2023-01-14,T-Shirt,Clothing,South,0,0.0,0.0,0.0,Business,0.0
2023-01-14,Dress,Clothing,Central,4,702.78,421.67,281.11,Enterprise,0.0
2023-01-14,Sofa,Home & Garden,Central,6,779.42,467.65,311.77,Consumer,0.0
2023-01-14,Smartwatch,Electronics,North,4,3498.91,2099.35,1399.56,Enterprise,0.0
2023-01-14,T-Shirt,Clothing,East,2,167.27,100.36,66.91,Enterprise,0.0
2023-01-15,Sofa,Home & Garden,West,1,445.34,296.89,148.45,Consumer,0.1
2023-01-15,Tablet,Electronics,West,2,2116.37,1269.82,846.55,Business,0.0
2023-01-15,Sofa,Home & Garden,West,3,1378.82,827.29,551.53,Consumer,0.0
2023-01-15,Lamp,Home & Garden,East,1,267.8,160.68,107.12,Consumer,0.0
2023-01-15,Shoes,Clothing,Central,2,393.3,235.98,157.32,Enterprise,0.0
2023-01-15,Headphones,Electronics,West,2,1021.53,612.92,408.61,Business,0.0
2023-01-15,Lamp,Home & Garden,West,2,243.95,146.37,97.58,Consumer,0.0
2023-01-15,Self-Help,Books,South,1,14.69,8.82,5.88,Business,0.0
2023-01-15,Shoes,Clothing,East,9,1710.15,1026.09,684.06,Business,0.0
2023-01-15,Tennis Racket,Sports,Central,3,608.0,364.8,243.2,Enterprise,0.0
2023-01-15,Tablet,Electronics,Central,4,4635.24,2781.15,1854.1,Business,0.0
2023-01-15,Tablet,Electronics,Central,3,2439.17,1463.5,975.67,Business,0.0
2023-01-15,Cookbook,Books,Central,4,145.34,87.2,58.14,Enterprise,0.0
2023-01-15,Sofa,Home & Garden,South,3,977.48,586.49,390.99,Consumer,0.0
2023-01-15,Jacket,Clothing,North,3,351.32,210.79,140.53,Business,0.0
2023-01-15,Jeans,Clothing,West,2,76.91,46.14,30.76,Consumer,0.0
2023-01-15,Non-Fiction,Books,Central,5,161.73,97.04,64.69,Consumer,0.0
2023-01-15,Shoes,Clothing,Central,1,81.4,48.84,32.56,Consumer,0.0
2023-01-15,Basketball,Sports,Central,3,207.68,124.61,83.07,Business,0.0
2023-01-15,Dress,Clothing,Central,3,499.21,299.52,199.68,Enterprise,0.0
2023-01-15,Shoes,Clothing,South,1,16.03,13.74,2.29,Enterprise,0.3
2023-01-15,Lamp,Home & Garden,West,4,1390.84,834.5,556.34,Business,0.0
2023-01-15,Tennis Racket,Sports,North,2,294.5,196.33,98.17,Consumer,0.1
2023-01-15,Basketball,Sports,Central,2,395.39,296.54,98.85,Consumer,0.2
2023-01-15,Non-Fiction,Books,North,1,49.93,29.96,19.97,Enterprise,0.0
2023-01-15,Dress,Clothing,Central,0,0.0,0.0,0.0,Enterprise,0.0
2023-01-15,Headphones,Electronics,North,4,1391.63,834.98,556.65,Consumer,0.0
2023-01-15,Headphones,Electronics,South,5,5133.79,3080.27,2053.52,Business,0.0
2023-01-15,Jacket,Clothing,West,2,254.12,152.47,101.65,Enterprise,0.0
2023-01-15,Biography,Books,North,3,105.68,79.26,26.42,Consumer,0.2
2023-01-15,Headphones,Electronics,West,1,991.77,595.06,396.71,Business,0.0
2023-01-15,Cookbook,Books,West,1,31.97,23.97,7.99,Business,0.2
2023-01-15,Fiction,Books,South,2,96.56,57.94,38.62,Enterprise,0.0
2023-01-15,Fiction,Books,Central,2,86.75,52.05,34.7,Business,0.0
2023-01-15,Tablet,Electronics,Central,2,1678.79,1259.09,419.7,Business,0.2
2023-01-15,Headphones,Electronics,Central,2,2186.91,1312.15,874.77,Consumer,0.0
2023-01-15,Jacket,Clothing,South,2,379.92,227.95,151.97,Business,0.0
2023-01-15,Headphones,Electronics,East,2,1836.28,1101.77,734.51,Business,0.0
2023-01-15,Headphones,Electronics,Central,2,604.7,362.82,241.88,Enterprise,0.0
2023-01-15,Dumbbells,Sports,West,5,306.02,183.61,122.41,Enterprise,0.0
2023-01-16,Tablet,Electronics,West,1,595.74,357.45,238.3,Business,0.0
2023-01-16,Dress,Clothing,East,2,132.82,79.69,53.13,Enterprise,0.0
2023-01-16,Sofa,Home & Garden,Central,2,202.51,121.5,81.0,Enterprise,0.0
2023-01-16,Biography,Books,Central,3,92.89,55.74,37.16,Enterprise,0.0
2023-01-16,Sofa,Home & Garden,South,1,392.12,235.27,156.85,Business,0.0
2023-01-16,Smartphone,Electronics,South,3,1357.44,904.96,452.48,Enterprise,0.1
2023-01-16,Running Shoes,Sports,East,3,487.86,292.72,195.14,Consumer,0.0
2023-01-16,Jacket,Clothing,North,2,189.68,113.81,75.87,Enterprise,0.0
2023-01-16,Tablet,Electronics,Central,4,2354.86,1569.9,784.95,Business,0.1
2023-01-16,T-Shirt,Clothing,West,1,174.33,116.22,58.11,Business,0.1
2023-01-16,T-Shirt,Clothing,West,2,207.46,124.48,82.98,Business,0.0
2023-01-16,Smartwatch,Electronics,North,1,477.81,358.36,119.45,Consumer,0.2
2023-01-16,Yoga Mat,Sports,South,3,667.08,400.25,266.83,Enterprise,0.0
2023-01-16,Smartwatch,Electronics,West,2,980.03,653.36,326.68,Enterprise,0.1
2023-01-16,Biography,Books,West,4,156.76,117.57,39.19,Enterprise,0.2
2023-01-16,Cookbook,Books,South,4,56.1,33.66,22.44,Consumer,0.0
2023-01-16,T-Shirt,Clothing,West,3,345.36,230.24,115.12,Enterprise,0.1
2023-01-16,Headphones,Electronics,South,2,1291.68,968.76,322.92,Consumer,0.2
2023-01-16,Smartphone,Electronics,South,1,745.24,496.83,248.41,Enterprise,0.1
2023-01-16,Smartphone,Electronics,Central,1,361.37,216.82,144.55,Enterprise,0.0
2023-01-16,Laptop,Electronics,East,7,6997.7,4198.62,2799.08,Enterprise,0.0
2023-01-16,Plant Pot,Home & Garden,South,2,616.2,369.72,246.48,Enterprise,0.0
2023-01-16,Non-Fiction,Books,North,1,23.48,15.65,7.83,Enterprise,0.1
2023-01-16,Yoga Mat,Sports,South,1,216.52,129.91,86.61,Enterprise,0.0
2023-01-16,Headphones,Electronics,East,2,1267.21,760.32,506.88,Business,0.0
2023-01-16,Biography,Books,Central,0,0.0,0.0,0.0,Enterprise,0.0
2023-01-16,Smartphone,Electronics,West,2,1937.43,1162.46,774.97,Business,0.0
2023-01-16,Yoga Mat,Sports,South,0,0.0,0.0,0.0,Enterprise,0.1
2023-01-16,Tablet,Electronics,East,6,5278.75,3167.25,2111.5,Business,0.0
2023-01-16,Jacket,Clothing,East,2,279.92,167.95,111.97,Enterprise,0.0
2023-01-16,Jacket,Clothing,West,3,218.08,163.56,54.52,Enterprise,0.2
2023-01-16,Shoes,Clothing,East,3,517.72,310.63,207.09,Business,0.0
2023-01-16,Fiction,Books,Central,2,64.21,38.52,25.68,Enterprise,0.0
2023-01-16,Dumbbells,Sports,South,2,450.9,338.17,112.72,Consumer,0.2
2023-01-16,Non-Fiction,Books,West,2,28.92,17.35,11.57,Business,0.0
2023-01-16,Dumbbells,Sports,South,2,341.3,255.97,85.32,Enterprise,0.2
2023-01-16,Plant Pot,Home & Garden,Central,1,180.22,135.16,45.05,Enterprise,0.2
2023-01-16,Cookbook,Books,North,4,93.84,62.56,31.28,Consumer,0.1
